idRule,V,L,U,Side
260,PT08_S2_NMHC,1168,1197,Y
260,NOx_GT,575,915,Y
261,CO_GT,77,77,X
261,PT08_S1_CO,1025,1040,X
261,NMHC_GT,125,200,X
261,C6H6_GT,283,404,X
261,PT08_S3_NOx,141,561,X
261,NO2_GT,258,268,X
261,PT08_S2_NMHC,1041,1161,Y
261,NOx_GT,30,402,Y
261,PT08_S4_NO2,1085,1189,Y
262,CO_GT,37,47,X
262,PT08_S1_CO,1033,1034,X
262,NMHC_GT,197,238,X
262,NO2_GT,117,234,X
262,C6H6_GT,114,237,Y
262,PT08_S2_NMHC,504,1140,Y
262,NOx_GT,536,902,Y
262,PT08_S3_NOx,1186,1218,Y
262,PT08_S4_NO2,181,719,Y
